-7.668258127813404323e-02,1.115026914577713912e-01,4.442509747378414753e-02,2.072630667182351338e-02,-1.048041166455870171e-01,9.935282574923154364e-03,-1.067631071680548438e-01,-4.674342519963961551e-02,-4.519512614810680673e-02,1.122923016561176157e-01,7.018709213869511743e-02,1.787824539536198021e-02,2.067684048158716092e-02,7.884953395745261662e-02,2.437754744845632704e-02,-9.113004194522603130e-02,3.013260817678559134e-02,3.475620364782497362e-02,-8.018801382899641561e-02,-1.196829553189684009e-01,3.872329428223708625e-02,2.665251822125769277e-02,4.505140120718015284e-02,-3.718203795182752069e-02,4.902910650822564498e-02
-4.427560592184005828e-02,-7.378414695519419642e-04,-1.798755568649139380e-02,1.433266080230546913e-03,6.254372905467375787e-03,6.656596370060496870e-02,2.498963744528603925e-02,-4.440613891960876192e-03,9.495397228587662553e-02,-1.180446061284092241e-01,-8.914180718033096196e-02,-6.864695558631929428e-02,9.185913268608811300e-02,-7.663235944836915836e-02,-6.244229730540326595e-03,6.360769119106299274e-02,-2.723888523826184516e-03,-8.145875323641200982e-02,-2.839945584083337915e-02,5.358212084972022171e-02,4.295972276186241223e-02,4.847643355310959912e-03,-1.159837112313768931e-01,4.689380918438304513e-03,1.060382867027011011e-01
-3.773532054071380981e-02,1.136380184293650508e-01,1.934589853345441979e-02,1.196037222954099144e-01,-7.160214146661104950e-02,-8.149507585510069874e-02,-2.168671962904281103e-02,9.014020180814114047e-02,-8.013064130843790267e-02,-6.057502713176603909e-02,-1.598869328382039601e-02,-6.252703778394033685e-02,-6.102344171730269412e-02,-8.899812514137349362e-02,4.646467769557410810e-02,5.693906621452304861e-02,-5.803844852186385017e-02,-1.122581261452173795e-01,8.681953120171023719e-02,9.819397501936069639e-02,-8.908398375816027615e-02,-1.184019916707018116e-01,5.526555126205232038e-02,-6.511728708637723462e-02,-7.513939554641829721e-02
4.172396234030018025e-02,-1.034890716956997914e-01,4.421452564922306872e-02,-6.263636065889323368e-02,-8.695757299582360100e-02,2.364235087591690099e-02,-3.695961810113709833e-02,1.128096590551449785e-01,-9.980156372679517551e-02,3.249511916316843996e-02,8.498984933215297799e-02,-5.753620264902460646e-02,-1.386053914831228417e-02,-9.443630982147080410e-03,9.804469594167322666e-02,-1.145273655362448739e-01,1.491791409863574280e-02,-9.814481121619547666e-02,-3.546097285314434022e-02,-1.019334474331413665e-01,-5.646457245516346701e-02,7.109012348544424542e-02,2.523371705342628002e-02,2.208725216117210510e-02,-8.154218074547907313e-02
-6.141148774127091342e-02,-4.480758053776158489e-02,-6.396533666831562270e-02,4.263175956432596614e-02,2.181263071502664852e-02,-2.748412456670869253e-02,2.436352656593313015e-02,-6.100065648076560820e-02,3.723531598096013751e-02,-1.146544760229272208e-01,-9.764548350230758955e-03,2.145190385672110511e-02,-8.178284849330434703e-02,-4.943097021747971942e-03,6.509208778408670515e-02,-6.042429840730340757e-02,-1.789406842751438409e-02,5.886973315958343722e-02,-1.006646753507766806e-01,4.124790265348973750e-02,7.912557540295109271e-02,-1.764381310844545525e-02,-5.208138535354235599e-02,4.299935256355577606e-02,-1.115225093370093012e-01
5.619009672155383939e-02,-5.281422692656530249e-02,1.094594785477738808e-01,3.179584305021368462e-03,1.125912587658603747e-01,6.907744891313893909e-02,-1.382065095954493339e-02,1.133971724678598525e-01,-8.239027110946689492e-02,1.182861787653948227e-01,9.700854988951509994e-02,2.135540702288310499e-02,-2.471260323695609329e-02,-9.754366101785925947e-02,-4.273435727704431863e-02,-8.953505794026836440e-02,3.554201406812385056e-02,4.070391651117014065e-02,4.003211904691855727e-02,-1.394531265207099580e-02,-4.543892671436097763e-02,6.088681725041858450e-02,-1.005099758657636011e-01,-3.196062075950520387e-02,-9.131752281404431626e-02
-1.124490365586494206e-01,9.589160209891581244e-02,1.175441233667719187e-01,5.997892878069724376e-02,6.876221682592659201e-02,4.760355020014805927e-02,-1.054496129681373462e-01,1.049325475668591579e-01,-1.108061308213577623e-01,2.875163822164292227e-02,2.223418699208726257e-02,5.801921396491888094e-02,4.626952399723757714e-02,-5.769168653782888456e-02,-1.410156714173126102e-02,3.727944601645247213e-02,-1.170733631325618085e-01,3.051208454909401513e-02,-3.855027840252103766e-02,6.467228346930478655e-02,-8.985165017516531794e-02,-6.505508067558068985e-02,-9.711989773987989016e-03,-6.331759766862574135e-02,8.828755437951590901e-02
1.134919833673364853e-01,7.959841133769796073e-03,-2.867826722369026804e-02,1.093087602453190199e-01,6.931438156070862666e-03,-6.155228752291287686e-02,8.172869871208915393e-02,-1.225943684026498115e-02,1.137330274401180397e-01,-1.101344266297743929e-01,-4.940892962973052194e-02,5.237337683628548457e-02,2.114894254367088999e-02,-1.022371776173361391e-01,-5.672054153633618312e-02,3.809065863738694824e-02,-7.361159456987245719e-02,-2.708544115576992650e-02,4.645284681845190944e-02,2.016171082802087344e-02,6.939282713984415429e-02,-9.402332535423989224e-02,4.193392484314592550e-02,1.003744945925447163e-01,-6.312174381532031919e-03
-8.226621392580449332e-02,-6.898969046348332745e-03,8.908887405300966456e-02,-5.118807797516121416e-02,-5.322936546561964077e-02,7.864627972982349280e-02,4.871216771421854608e-02,-1.094415685612325356e-01,7.299832738347011851e-02,-3.602624162518561213e-02,-1.118266572423608080e-01,-5.615884223300199318e-03,5.880696988919612012e-02,7.561815661303231129e-02,9.571874182734696479e-04,5.571162882907226832e-02,-5.602376371007888878e-02,-6.760553916517281214e-02,1.157091537457760333e-01,-1.077138637404520399e-01,-9.749484023295119928e-02,-8.640830520931441772e-02,-1.014019183893354603e-01,-3.234046852915145598e-02,-7.599842247047472465e-02
-1.501028217292657563e-03,-3.833477605789389897e-02,-3.517180692748828053e-02,2.813005444123878318e-02,3.962864509419436465e-02,3.794281636484592157e-02,-1.631498617416055064e-02,6.005503075061852103e-02,2.402987473724102485e-02,3.708579419178364978e-02,4.941763470382209977e-02,-5.901663601371052309e-02,7.493056583338883470e-02,-6.890319811293312002e-02,1.126482029503523830e-01,1.332256419712896101e-02,8.971491734608302848e-02,7.498665635238382920e-02,-6.769148794983759210e-02,4.114961177693374217e-02,1.057317984032743186e-01,3.260183080004708245e-02,-7.870094981940917167e-02,1.559051494994639908e-02,-4.293976498391621766e-02
